international_total_gross,domestic_total_gross,rank,movie_title,max_theaters,opening_theathers,worldwide_total_gross,domestic_opening,budget,release_date,runtime,distributor,genres,rating,link_stub
286089822,128261724,171,Kingsman: The Secret Service,3282.0,3204.0,414351546,36206331,81000000,20150130,129.0,Twentieth Century Fox,Action Adventure Comedy Thriller,R,/title/tt2802144/?ref_=bo_ge_table_71
340794056,127195589,172,Bumblebee,3597.0,3550.0,467989645,21654047,135000000,20181219,114.0,Paramount Pictures,Action Adventure SciFi,PG13,/title/tt4701182/?ref_=bo_ge_table_72
44976083,126293452,173,Mr. Deeds,3239.0,3231.0,171269535,37162787,50000000,20020628,96.0,Sony Pictures Entertainment (SPE),Comedy Romance,PG13,/title/tt0280590/?ref_=bo_ge_table_73
237200000,125544280,174,Ocean's Twelve,3290.0,3290.0,362744280,39153380,110000000,20041209,125.0,Warner Bros.,Crime Thriller,PG13,/title/tt0349903/?ref_=bo_ge_table_74
182294484,124872350,176,The Fault in Our Stars,3340.0,3173.0,307166834,48002523,12000000,20140604,126.0,Twentieth Century Fox,Drama Romance,PG13,/title/tt2582846/?ref_=bo_ge_table_76
118135851,124870275,177,Cloudy with a Chance of Meatballs,3119.0,3119.0,243006126,30304648,100000000,20090916,90.0,Sony Pictures Entertainment (SPE),Adventure Animation Comedy Family Fantasy SciFi,PG,/title/tt0844471/?ref_=bo_ge_table_77
61200000,124060553,178,The Birdcage,2285.0,1950.0,185260553,18275828,0,19960308,117.0,MetroGoldwynMayer (MGM),Comedy,R,/title/tt0115685/?ref_=bo_ge_table_78
43030000,123309890,179,Nutty Professor II: The Klumps,3251.0,3242.0,166339890,42518830,84000000,20000728,106.0,Universal Pictures,Comedy Romance SciFi,PG13,/title/tt0144528/?ref_=bo_ge_table_79
231644677,119938730,180,The Mask,2516.0,2360.0,351583407,23117068,23000000,19940729,101.0,New Line Cinema,Action Comedy Crime Fantasy,PG13,/title/tt0110475/?ref_=bo_ge_table_80
154532382,119793567,181,Cloudy with a Chance of Meatballs 2,4001.0,4001.0,274325949,34017930,78000000,20130926,95.0,Sony Pictures Entertainment (SPE),Adventure Animation Comedy Family Fantasy SciFi,PG,/title/tt1985966/?ref_=bo_ge_table_81
92833686,118634549,182,A Series of Unfortunate Events,3623.0,3620.0,211468235,30061756,140000000,20041216,108.0,Paramount Pictures,Adventure Comedy Family Fantasy,PG,/title/tt0339291/?ref_=bo_ge_table_82
194157900,117154724,183,Ocean's Thirteen,3565.0,3565.0,311312624,36133403,0,20070606,122.0,Warner Bros.,Crime Thriller,PG13,/title/tt0496806/?ref_=bo_ge_table_83
90790989,116934650,184,S.W.A.T.,3220.0,3202.0,207725639,37062535,80000000,20030808,117.0,Sony Pictures Entertainment (SPE),Action Adventure Crime Thriller,PG13,/title/tt0257076/?ref_=bo_ge_table_84
103250000,116601172,185,Green Lantern,3816.0,3816.0,219851172,53174303,200000000,20110615,114.0,Warner Bros.,Action Adventure SciFi,PG13,/title/tt1133985/?ref_=bo_ge_table_85
135000000,115821495,186,You've Got Mail,2948.0,2691.0,250821495,18426749,65000000,19981218,119.0,Warner Bros.,Comedy Drama Romance,PG,/title/tt0128853/?ref_=bo_ge_table_86
112935797,115802596,187,Ghost Rider,3620.0,3619.0,228738393,45388836,110000000,20070214,110.0,Sony Pictures Entertainment (SPE),Action Fantasy Thriller,PG13,/title/tt0259324/?ref_=bo_ge_table_87
236242642,115253424,188,Peter Rabbit,3725.0,3725.0,351496066,25010928,50000000,20180208,95.0,Sony Pictures Entertainment (SPE),Adventure Animation Comedy Crime Drama Family Fantasy,PG,/title/tt5117670/?ref_=bo_ge_table_88
238518314,114766307,189,Dumbo,4259.0,4259.0,353284621,45990748,170000000,20190327,112.0,Walt Disney Studios Motion Pictures,Adventure Family Fantasy,PG,/title/tt3861390/?ref_=bo_ge_table_89
108300000,113804681,190,Wild Wild West,3342.0,3342.0,222104681,27687484,170000000,19990630,106.0,Warner Bros.,Action Comedy SciFi Western,PG13,/title/tt0120891/?ref_=bo_ge_table_90
78000000,113502426,191,The Addams Family,2411.0,2411.0,191502426,24203754,30000000,19911122,99.0,Paramount Pictures,Comedy Fantasy,,/title/tt0101272/?ref_=bo_ge_table_91
63151445,112952899,192,Dr. Dolittle 2,3053.0,3049.0,176104344,25037039,70000000,20010622,87.0,Twentieth Century Fox,Comedy Family Fantasy,PG,/title/tt0240462/?ref_=bo_ge_table_92
164191609,111506430,193,Mr. Peabody & Sherman,3951.0,3934.0,275698039,32207057,145000000,20140207,92.0,Twentieth Century Fox,Adventure Animation Comedy Family Fantasy History SciFi,PG,/title/tt0864835/?ref_=bo_ge_table_93
94349162,110332737,195,Fun with Dick and Jane,3239.0,3056.0,204681899,14383515,100000000,20051221,90.0,Sony Pictures Entertainment (SPE),Comedy Crime,PG13,/title/tt0369441/?ref_=bo_ge_table_95
50616000,110230332,196,Freaky Friday,3067.0,2954.0,160846332,22203007,20000000,20030806,97.0,Walt Disney Studios Motion Pictures,Comedy Family Fantasy Music Romance,PG,/title/tt0322330/?ref_=bo_ge_table_96
109713132,109713132,197,Star Trek IV: The Voyage Home,1956.0,1349.0,0,16881888,0,19861126,119.0,Paramount Pictures,Action Adventure Comedy SciFi,PG,/title/tt0092007/?ref_=bo_ge_table_97
17603663,108252517,198,The Upside,3568.0,3080.0,125856180,20355000,37500000,20190110,126.0,STX Entertainment,Comedy Drama,PG13,/title/tt1987680/?ref_=bo_ge_table_98
57086197,108248956,199,The Princess Diaries,2749.0,2537.0,165335153,22862269,26000000,20010803,115.0,Walt Disney Studios Motion Pictures,Comedy Family Romance,G,/title/tt0247638/?ref_=bo_ge_table_99
108185706,108185706,200,Superman II,1878.0,1397.0,0,14100523,54000000,19810619,127.0,Warner Bros.,Action Adventure SciFi,PG,/title/tt0081573/?ref_=bo_ge_table_100
108500000,108101214,202,Little Women,3308.0,3308.0,216601214,16755310,40000000,20191225,135.0,Sony Pictures Entertainment (SPE),Drama Romance,PG,/title/tt3281548/?ref_=bo_ge_table_2
160907952,107518682,203,Epic,3894.0,3882.0,268426634,33531068,100000000,20130516,102.0,Twentieth Century Fox,Action Adventure Animation Family Fantasy Mystery,PG,/title/tt0848537/?ref_=bo_ge_table_3
77873014,107509799,204,Watchmen,3611.0,3611.0,185382813,55214334,130000000,20090304,162.0,Warner Bros.,Action Drama Mystery SciFi,R,/title/tt0409459/?ref_=bo_ge_table_4
244824563,107509366,205,The Angry Birds Movie,3932.0,3932.0,352333929,38155177,73000000,20160511,97.0,Sony Pictures Entertainment (SPE),Action Adventure Animation Comedy Family,PG,/title/tt1985949/?ref_=bo_ge_table_5
130881927,107353792,206,Batman & Robin,2942.0,2934.0,238235719,42872605,125000000,19970620,125.0,Warner Bros.,Action SciFi,PG13,/title/tt0118688/?ref_=bo_ge_table_6
231000000,106580051,207,300: Rise of an Empire,3490.0,3470.0,337580051,45038460,110000000,20140305,102.0,Warner Bros.,Action Drama,R,/title/tt1253863/?ref_=bo_ge_table_7
171300000,106530790,208,Uncharted,4275.0,4275.0,277830790,44010155,0,20220210,116.0,Sony Pictures Entertainment (SPE),Action Adventure,PG13,/title/tt1464335/?ref_=bo_ge_table_8
69941570,106128601,209,The Italian Job,2877.0,2633.0,176070171,19457944,60000000,20030530,111.0,Paramount Pictures,Action Crime Thriller,PG13,/title/tt0317740/?ref_=bo_ge_table_9
69200000,105263257,210,George of the Jungle,2616.0,2506.0,174463257,16540791,55000000,19970718,92.0,Walt Disney Studios Motion Pictures,Action Adventure Comedy Family Romance,PG,/title/tt0119190/?ref_=bo_ge_table_10
76546716,104454762,211,Road to Perdition,2332.0,1797.0,181001478,22079481,80000000,20020712,117.0,DreamWorks Distribution,Crime Drama Thriller,R,/title/tt0257044/?ref_=bo_ge_table_11
311299267,104386950,212,The Chronicles of Narnia: The Voyage of the Dawn Treader,3555.0,3555.0,415686217,24005069,155000000,20101202,113.0,Twentieth Century Fox,Adventure Family Fantasy,PG,/title/tt0980970/?ref_=bo_ge_table_12
59000000,103738726,213,Dick Tracy,2332.0,2332.0,162738726,22543911,47000000,19900615,105.0,Walt Disney Studios Motion Pictures,Action Comedy Crime Music Romance Thriller,,/title/tt0099422/?ref_=bo_ge_table_13
203528912,103412758,214,Rise of the Guardians,3672.0,3653.0,306941670,23773465,145000000,20121121,97.0,DreamWorks,Action Adventure Animation Comedy Drama Family Fantasy,PG,/title/tt1446192/?ref_=bo_ge_table_14
111917482,103028109,215,Just Go with It,3548.0,3548.0,214945591,30514732,80000000,20110209,117.0,Sony Pictures Entertainment (SPE),Comedy Romance,PG13,/title/tt1564367/?ref_=bo_ge_table_15
76636200,102543518,216,Daredevil,3474.0,3471.0,179179718,40310419,78000000,20030214,103.0,Twentieth Century Fox,Action Crime,PG13,/title/tt0287978/?ref_=bo_ge_table_16
130101637,102515793,217,The Girl with the Dragon Tattoo,2950.0,2914.0,232617430,12768604,90000000,20111221,158.0,Sony Pictures Entertainment (SPE),Crime Drama Mystery Thriller,R,/title/tt1568346/?ref_=bo_ge_table_17
300958054,102491776,218,The Mummy: Tomb of the Dragon Emperor,3778.0,3760.0,403449830,40457770,145000000,20080730,112.0,Universal Pictures,Action Fantasy Horror War,PG13,/title/tt0859163/?ref_=bo_ge_table_18
245891999,102427862,219,The Maze Runner,3638.0,3604.0,348319861,32512804,34000000,20140911,113.0,Twentieth Century Fox,Action Mystery SciFi Thriller,PG13,/title/tt1790864/?ref_=bo_ge_table_19
135553728,101648571,220,Gone in 60 Seconds,3089.0,3006.0,237202299,25336048,90000000,20000609,118.0,Walt Disney Studios Motion Pictures,Action Crime Thriller,PG13,/title/tt0187078/?ref_=bo_ge_table_20
81400000,101631272,221,Maverick,2537.0,2537.0,183031272,17248545,0,19940520,127.0,Warner Bros.,Action Adventure Comedy Western,PG,/title/tt0110478/?ref_=bo_ge_table_21
90800000,101530738,222,The Equalizer,3236.0,3236.0,192330738,34137828,55000000,20140924,132.0,Sony Pictures Entertainment (SPE),Action Crime Thriller,R,/title/tt0455944/?ref_=bo_ge_table_22
32811256,101149285,223,The Cat in the Hat,3467.0,3464.0,133960541,38329160,109000000,20031121,82.0,Universal Pictures,Adventure Comedy Family Fantasy,PG,/title/tt0312528/?ref_=bo_ge_table_23
327000000,101028233,224,Rampage,4115.0,4101.0,428028233,35753093,120000000,20180411,107.0,Warner Bros.,Action Adventure SciFi,PG13,/title/tt2231461/?ref_=bo_ge_table_24
70200000,100920329,225,Contact,2314.0,1923.0,171120329,20584908,90000000,19970711,150.0,Warner Bros.,Drama Mystery SciFi Thriller,PG,/title/tt0118884/?ref_=bo_ge_table_25
158345677,100830111,226,Charlie's Angels: Full Throttle,3485.0,3459.0,259175788,37634221,120000000,20030626,106.0,Sony Pictures Entertainment (SPE),Action Adventure Comedy Crime,PG13,/title/tt0305357/?ref_=bo_ge_table_26
102769997,100618344,227,Vanilla Sky,2842.0,2742.0,203388341,25015518,68000000,20011214,136.0,Paramount Pictures,Fantasy Mystery Romance SciFi Thriller,R,/title/tt0259711/?ref_=bo_ge_table_27
102842047,100546139,228,Arrival,3115.0,2317.0,203388186,24074047,47000000,20161110,116.0,Paramount Pictures,Drama SciFi,PG13,/title/tt2543164/?ref_=bo_ge_table_28
162322000,100499940,230,Jumanji,2530.0,2487.0,262821940,11084370,65000000,19951215,104.0,Sony Pictures Entertainment (SPE),Adventure Comedy Family Fantasy,PG,/title/tt0113497/?ref_=bo_ge_table_30
40400000,100494675,229,The Rugrats Movie,2832.0,2782.0,140894675,27321470,24000000,19981120,79.0,Paramount Pictures,Adventure Animation Comedy Drama Family Musical,,/title/tt0134067/?ref_=bo_ge_table_29
187600000,100328194,231,Casper,2757.0,2714.0,287928194,16840385,0,19950526,100.0,Universal Pictures,Comedy Family Fantasy,PG,/title/tt0112642/?ref_=bo_ge_table_31
103263363,100246011,232,Yogi Bear,3515.0,3515.0,203509374,16411322,80000000,20101217,81.0,Warner Bros.,Adventure Animation Comedy Family,PG,/title/tt1302067/?ref_=bo_ge_table_32
74581774,100240551,233,Cowboys & Aliens,3754.0,3750.0,174822325,36431290,163000000,20110729,119.0,Universal Pictures,Action SciFi Thriller Western,PG13,/title/tt0409847/?ref_=bo_ge_table_33
310667824,100234838,234,Kingsman: The Golden Circle,4038.0,4003.0,410902662,39023010,104000000,20170920,141.0,Twentieth Century Fox,Action Adventure Comedy Crime Thriller,R,/title/tt4649466/?ref_=bo_ge_table_34
129037206,98780042,235,The Green Hornet,3584.0,3584.0,227817248,33526876,120000000,20110112,119.0,Sony Pictures Entertainment (SPE),Action Comedy Crime,PG13,/title/tt0990407/?ref_=bo_ge_table_35
37000000,97403112,236,Inspector Gadget,2877.0,2814.0,134403112,21889138,90000000,19990723,78.0,Walt Disney Studios Motion Pictures,Action Adventure Comedy Crime Family SciFi,PG,/title/tt0141369/?ref_=bo_ge_table_36
96941361,96854135,237,Downton Abbey,3548.0,3079.0,237860050,31033665,13000000,20190912,122.0,Focus Features,Drama Romance,PG,/title/tt6398184/?ref_=bo_ge_table_37
195397363,95347692,238,Sex and the City 2,3445.0,3445.0,290745055,31001870,100000000,20100527,146.0,Warner Bros.,Comedy Drama Romance,R,/title/tt1261945/?ref_=bo_ge_table_38
39564000,95170481,239,The Princess Diaries 2: Royal Engagement,3490.0,3472.0,134734481,22956453,40000000,20040811,113.0,Walt Disney Studios Motion Pictures,Comedy Family Romance,,/title/tt0368933/?ref_=bo_ge_table_39
68927981,93432655,240,The Magnificent Seven,3696.0,3674.0,162360636,34703397,90000000,20160914,132.0,Sony Pictures Entertainment (SPE),Action Adventure Western,PG13,/title/tt2404435/?ref_=bo_ge_table_40
85000000,92977226,241,Flubber,2679.0,2641.0,177977226,26725207,0,19971126,93.0,Walt Disney Studios Motion Pictures,Comedy Family SciFi,PG,/title/tt0119137/?ref_=bo_ge_table_41
54000000,92027888,242,Star Trek: First Contact,2812.0,2812.0,146027888,30716131,0,19961122,111.0,Paramount Pictures,Action Adventure Drama SciFi Thriller,PG13,/title/tt0117731/?ref_=bo_ge_table_42
85900000,91411151,243,The Haunting,2881.0,2808.0,177311151,33435140,80000000,19990723,113.0,DreamWorks Distribution,Fantasy Horror Mystery Thriller,PG13,/title/tt0171363/?ref_=bo_ge_table_43
245606000,90759676,244,Prince of Persia: The Sands of Time,3646.0,3646.0,336365676,30095259,200000000,20090716,116.0,Walt Disney Studios Motion Pictures,Action Adventure Fantasy,PG13,/title/tt0473075/?ref_=bo_ge_table_44
108626225,90380162,245,RED,3349.0,3255.0,199006387,21761408,58000000,20101014,111.0,Summit Entertainment,Action Comedy Crime Thriller,PG13,/title/tt1245526/?ref_=bo_ge_table_45
89325780,89325780,246,Father of the Bride,1712.0,1561.0,0,7031146,0,19911220,105.0,Walt Disney Studios Motion Pictures,Comedy Family Romance,,/title/tt0101862/?ref_=bo_ge_table_46
197061337,89107235,247,Oblivion,3792.0,3783.0,286168572,37054485,120000000,20130410,124.0,Universal Pictures,Action Adventure SciFi,PG13,/title/tt1483013/?ref_=bo_ge_table_47
137728906,88768303,248,Percy Jackson & the Olympians: The Lightning Thief,3396.0,3356.0,226497209,31236067,95000000,20100210,118.0,Twentieth Century Fox,Adventure Family Fantasy,PG,/title/tt0814255/?ref_=bo_ge_table_48
76553000,88631237,249,The Muppets,3440.0,3440.0,165184237,29239026,45000000,20111123,,Walt Disney Studios Motion Pictures,Adventure Comedy Family Musical,PG,/title/tt1204342/?ref_=bo_ge_table_49
82030996,88237754,250,Starsky & Hutch,3185.0,3185.0,170268750,28103367,60000000,20040305,101.0,Warner Bros.,Comedy Crime,PG13,/title/tt0335438/?ref_=bo_ge_table_50
209239612,87242834,251,Miss Peregrine's Home for Peculiar Children,3835.0,3522.0,296482446,28871140,110000000,20160928,127.0,Twentieth Century Fox,Adventure Drama Family Fantasy Thriller,PG13,/title/tt1935859/?ref_=bo_ge_table_51
86930411,86930411,252,The Naked Gun 2½: The Smell of Fear,2378.0,2378.0,0,20817139,23000000,19910628,85.0,Paramount Pictures,Comedy Crime,,/title/tt0102510/?ref_=bo_ge_table_52
148911649,85886987,254,Alvin and the Chipmunks: The Road Chip,3705.0,3653.0,234798636,14287159,0,20151218,92.0,Twentieth Century Fox,Adventure Animation Comedy Family Fantasy Music Musical,PG,/title/tt2974918/?ref_=bo_ge_table_54
319142333,85838210,255,Alita: Battle Angel,3802.0,3790.0,404980543,28525613,170000000,20190205,122.0,Twentieth Century Fox,Action Adventure SciFi Thriller,PG13,/title/tt0437086/?ref_=bo_ge_table_55
55649139,85417988,257,The SpongeBob SquarePants Movie,3307.0,3212.0,141067127,32018216,30000000,20041119,87.0,Paramount Pictures,Adventure Animation Comedy Family Fantasy,PG,/title/tt0345950/?ref_=bo_ge_table_57
56972790,85364450,258,Power Rangers,3693.0,3693.0,142337240,40300288,100000000,20170322,124.0,Lionsgate,Action Adventure Fantasy SciFi,PG13,/title/tt3717490/?ref_=bo_ge_table_58
105278110,83898313,260,The X Files,2650.0,2629.0,189176423,30138758,0,19980619,121.0,Twentieth Century Fox,Drama Mystery SciFi Thriller,PG13,/title/tt0120902/?ref_=bo_ge_table_60
218300000,83670083,261,Wrath of the Titans,3545.0,3545.0,301970083,33457188,150000000,20120328,99.0,Warner Bros.,Action Adventure Fantasy,PG13,/title/tt1646987/?ref_=bo_ge_table_61
131000000,83015089,262,Disclosure,2168.0,1675.0,214015089,10068126,55000000,19941209,128.0,Warner Bros.,Drama Thriller,R,/title/tt0109635/?ref_=bo_ge_table_62
65978114,82985708,263,Charlotte's Web,3745.0,3566.0,148963822,11457353,85000000,20061207,97.0,Paramount Pictures,Adventure Comedy Family Fantasy,G,/title/tt0413895/?ref_=bo_ge_table_63
82604699,82604699,268,Star Trek: The Motion Picture,1002.0,857.0,0,11926421,35000000,19791207,132.0,Paramount Pictures,Adventure Mystery SciFi,G,/title/tt0079945/?ref_=bo_ge_table_68
47583395,82571173,264,Cheaper by the Dozen 2,3211.0,3175.0,130154568,9309387,0,20051221,94.0,Twentieth Century Fox,Adventure Comedy Family,PG,/title/tt0452598/?ref_=bo_ge_table_64
37000000,82418501,265,Fried Green Tomatoes,1331.0,5.0,119418501,105317,0,19911227,130.0,Universal Pictures,Drama,,/title/tt0101921/?ref_=bo_ge_table_65
72661713,82348319,266,Blade II,2707.0,2707.0,155010032,32528016,54000000,20020322,117.0,New Line Cinema,Action Horror SciFi Thriller,R,/title/tt0187738/?ref_=bo_ge_table_66
55314621,82272442,267,Bridge to Terabithia,3210.0,3139.0,137587063,22564612,0,20070216,96.0,Walt Disney Studios Motion Pictures,Drama Family Fantasy,PG,/title/tt0398808/?ref_=bo_ge_table_67
81889423,82226474,269,The Pink Panther,3477.0,3477.0,164115897,20220412,80000000,20060209,93.0,Sony Pictures Entertainment (SPE),Adventure Comedy Crime Mystery,PG,/title/tt0383216/?ref_=bo_ge_table_69
163572247,82051601,270,Teenage Mutant Ninja Turtles: Out of the Shadows,4071.0,4071.0,245623848,35316382,135000000,20160602,112.0,Paramount Pictures,Action Adventure Comedy SciFi,PG13,/title/tt3949660/?ref_=bo_ge_table_70
230598864,81697192,271,Maze Runner: The Scorch Trials,3792.0,3791.0,312296056,30316510,61000000,20150909,131.0,Twentieth Century Fox,Action Adventure SciFi Thriller,PG13,/title/tt4046784/?ref_=bo_ge_table_71
38843429,81612565,272,Eight Below,3122.0,3066.0,120455994,20188176,40000000,20060217,,Walt Disney Studios Motion Pictures,Adventure Drama Family,PG,/title/tt0397313/?ref_=bo_ge_table_72
80100000,81526121,273,Payback,2855.0,2729.0,161626121,21221526,90000000,19990205,100.0,Paramount Pictures,Action Crime Drama Thriller,R,/title/tt0120784/?ref_=bo_ge_table_73
36813370,81417274,275,The Notebook,2323.0,2303.0,118230644,13464745,29000000,20040625,123.0,New Line Cinema,Drama Romance,PG13,/title/tt0332280/?ref_=bo_ge_table_75
71000000,81022101,274,Congo,2676.0,2649.0,152022101,24642539,0,19950609,109.0,Paramount Pictures,Action Adventure Mystery SciFi,PG13,/title/tt0112715/?ref_=bo_ge_table_74
26792250,80571655,276,The Texas Chainsaw Massacre,3018.0,3016.0,107363905,29100000,9500000,20031017,98.0,New Line Cinema,Crime Horror,R,/title/tt0324216/?ref_=bo_ge_table_76
30799288,80270227,277,The Dukes of Hazzard,3785.0,3785.0,111069515,30675314,50000000,20050805,104.0,Warner Bros.,Comedy,PG13,/title/tt0377818/?ref_=bo_ge_table_77
329003712,80227895,278,The Mummy,4035.0,4035.0,409231607,31688375,125000000,20170606,111.0,Universal Pictures,Action Adventure Fantasy Horror Thriller,PG13,/title/tt2345759/?ref_=bo_ge_table_78
144959985,80172128,279,Jumper,3430.0,3428.0,225132113,27354808,85000000,20080213,88.0,Twentieth Century Fox,Action Adventure SciFi Thriller,PG13,/title/tt0489099/?ref_=bo_ge_table_79
78181045,80080379,280,Goosebumps,3618.0,3501.0,158261424,23618556,58000000,20151014,103.0,Sony Pictures Entertainment (SPE),Adventure Comedy Fantasy Horror,PG,/title/tt1051904/?ref_=bo_ge_table_80
97700000,79884879,281,War Horse,2856.0,2376.0,177584879,7515402,66000000,20111225,146.0,Walt Disney Studios Motion Pictures,Action Adventure Drama History War,PG13,/title/tt1568911/?ref_=bo_ge_table_81
165800000,79727149,282,Dark Shadows,3755.0,3755.0,245527149,29685274,150000000,20120509,113.0,Warner Bros.,Comedy Fantasy Horror,PG13,/title/tt1077368/?ref_=bo_ge_table_82
75969090,79576189,283,Hannah Montana: The Movie,3231.0,3118.0,155545279,32324487,0,20090408,102.0,Walt Disney Studios Motion Pictures,Comedy Drama Family Music Romance,,/title/tt1114677/?ref_=bo_ge_table_83
153726881,79366978,284,The Day the Earth Stood Still,3560.0,3560.0,233093859,30480153,80000000,20081210,104.0,Twentieth Century Fox,Drama SciFi Thriller,PG13,/title/tt0970416/?ref_=bo_ge_table_84
103200000,79091969,285,Cape Fear,1707.0,924.0,182291969,10261025,0,19911115,128.0,Universal Pictures,Crime Thriller,R,/title/tt0101540/?ref_=bo_ge_table_85
78912963,78912963,286,Star Trek II: The Wrath of Khan,1621.0,1621.0,0,14347221,11200000,19820604,113.0,Paramount Pictures,Action Adventure SciFi,PG,/title/tt0084726/?ref_=bo_ge_table_86
78756177,78756177,287,The Naked Gun: From the Files of Police Squad!,1969.0,1576.0,0,9331746,0,19881202,85.0,Paramount Pictures,Comedy Crime,,/title/tt0095705/?ref_=bo_ge_table_87
78656813,78656813,288,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2868.0,2868.0,0,20030473,25000000,19910322,88.0,New Line Cinema,Action Adventure Comedy Family SciFi,,/title/tt0103060/?ref_=bo_ge_table_88
52923078,77911774,289,Man on Fire,2986.0,2980.0,130834852,22751490,70000000,20040421,146.0,Twentieth Century Fox,Action Crime Drama Thriller,R,/title/tt0328107/?ref_=bo_ge_table_89
296402120,77591831,290,The Adventures of Tintin,3087.0,3087.0,373993951,9720993,0,20111026,107.0,Paramount Pictures,Action Adventure Animation Family Mystery,PG,/title/tt0983193/?ref_=bo_ge_table_90
22907449,77233467,291,Where the Wild Things Are,3735.0,3735.0,100140916,32695407,100000000,20091016,101.0,Warner Bros.,Adventure Drama Family Fantasy,PG,/title/tt0386117/?ref_=bo_ge_table_91
76594107,76594107,293,Father of the Bride Part II,2148.0,1949.0,0,11134978,0,19951208,106.0,Walt Disney Studios Motion Pictures,Comedy Family Romance,PG,/title/tt0113041/?ref_=bo_ge_table_93
26783375,76507756,294,Rugrats in Paris,2937.0,2934.0,103291131,22718184,30000000,20001117,78.0,Paramount Pictures,Adventure Animation Comedy Family Romance,,/title/tt0213203/?ref_=bo_ge_table_94
76471046,76471046,295,Star Trek III: The Search for Spock,1966.0,1966.0,0,16673295,0,19840601,105.0,Paramount Pictures,Action Adventure SciFi,,/title/tt0088170/?ref_=bo_ge_table_95
206105851,76271832,296,Paddington,3355.0,3303.0,282377683,18966676,55000000,20141127,95.0,Dimension Films,Adventure Comedy Family Fantasy,PG,/title/tt1109624/?ref_=bo_ge_table_96
76270454,76270454,297,The Untouchables,1501.0,1012.0,0,10023094,0,19870605,119.0,Paramount Pictures,Crime Drama Thriller,,/title/tt0094226/?ref_=bo_ge_table_97
67462187,76233151,298,Pete's Dragon,3702.0,3702.0,143695338,21514095,65000000,20160810,102.0,Walt Disney Studios Motion Pictures,Action Adventure Comedy Drama Family Fantasy,PG,/title/tt2788732/?ref_=bo_ge_table_98
87764700,76231249,299,The Ring Two,3341.0,3332.0,163995949,35065237,0,20050317,110.0,DreamWorks Distribution,Horror Mystery,PG13,/title/tt0377109/?ref_=bo_ge_table_99
9200000,76113124,300,Cocoon,1163.0,1140.0,85313124,7936427,0,19850621,117.0,Twentieth Century Fox,Comedy Drama SciFi,,/title/tt0088933/?ref_=bo_ge_table_100
92332740,75986503,301,Hellboy II: The Golden Army,3212.0,3204.0,168319243,34539115,85000000,20080710,,Universal Pictures,Action Adventure Fantasy SciFi,PG13,/title/tt0411477/?ref_=bo_ge_table_1
154908550,75976178,302,Constantine,3006.0,3006.0,230884728,29769098,100000000,20050208,121.0,Warner Bros.,Action Fantasy Horror Mystery,R,/title/tt0360486/?ref_=bo_ge_table_2
42400000,75671125,303,Star Trek: Generations,2681.0,2659.0,118071125,23116394,35000000,19941118,118.0,Paramount Pictures,Action Adventure Mystery SciFi Thriller,PG,/title/tt0111280/?ref_=bo_ge_table_3
56327951,75612460,304,2 Guns,3028.0,3025.0,131940411,27059130,61000000,20130801,109.0,Universal Pictures,Action Comedy Crime Thriller,R,/title/tt1272878/?ref_=bo_ge_table_4
111500000,75383563,305,The Horse Whisperer,2362.0,2039.0,186883563,13685488,0,19980515,169.0,Walt Disney Studios Motion Pictures,Drama Romance Western,PG13,/title/tt0119314/?ref_=bo_ge_table_5
127802828,75369589,306,Garfield,3150.0,3094.0,203172417,21727611,50000000,20040611,80.0,Twentieth Century Fox,Adventure Animation Comedy Family Fantasy,PG,/title/tt0356634/?ref_=bo_ge_table_6
49310608,75286229,307,Coraline,2320.0,2299.0,124596837,16849640,60000000,20090205,100.0,Focus Features,Animation Drama Family Fantasy Thriller,PG,/title/tt0327597/?ref_=bo_ge_table_7
175395349,75030163,308,Eragon,3030.0,3020.0,250425512,23239907,100000000,20061213,104.0,Twentieth Century Fox,Action Adventure Family Fantasy,PG,/title/tt0449010/?ref_=bo_ge_table_8
22000000,74888996,309,Star Trek VI: The Undiscovered Country,2147.0,1804.0,96888996,18162837,0,19911206,110.0,Paramount Pictures,Action Adventure SciFi Thriller,PG,/title/tt0102975/?ref_=bo_ge_table_9
84630000,74103820,310,Sin City,3230.0,3230.0,158733820,28100000,40000000,20050401,124.0,Dimension Films,Crime Thriller,R,/title/tt0401792/?ref_=bo_ge_table_10
111905803,73864507,311,Hugo,2608.0,1277.0,185770310,11364505,0,20111123,126.0,Paramount Pictures,Adventure Drama Family Fantasy Mystery,PG,/title/tt0970179/?ref_=bo_ge_table_11
211061000,73078100,312,John Carter,3749.0,3749.0,284139100,30180188,250000000,20120307,132.0,Walt Disney Studios Motion Pictures,Action Adventure SciFi,PG13,/title/tt0401729/?ref_=bo_ge_table_12
44218118,73034460,313,Hotel for Dogs,3271.0,3271.0,117252578,17012212,0,20090115,100.0,DreamWorks,Comedy Family,PG,/title/tt0785006/?ref_=bo_ge_table_13
13829402,73026337,314,Dinner for Schmucks,3046.0,2911.0,86855739,23527839,69000000,20100730,114.0,DreamWorks,Comedy,PG13,/title/tt0427152/?ref_=bo_ge_table_14
172131248,72688614,315,Hercules,3595.0,3595.0,244819862,29800263,100000000,20140723,98.0,Paramount Pictures,Action Adventure Fantasy,PG13,/title/tt1267297/?ref_=bo_ge_table_15
